q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q1a,q1b,q1c,q1d,q1e,q2a,q2b,q2c,q2d,q2e,q2f,q2g,q2h,q2i,q2j,q2k,q2l,q2m,q2n,county,dist_river,dist_lake,dist_coast,q3
80,2,5,4,1, ,5,2,2,1, ,5,5, , ,4, , , , , , , , , , , , , ,5,3080.086,10283.232,39871.117,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3104.861,9020.162,38608.898, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,176.042,5964.249,35350.258, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,492.786,12246.907,41074.492, 
47,2, ,3,3,1,2,2,2,1,4,4,3,1,3,5,5,5,4,3,4,5,3,3,5,5,5,5,5,5,1412.966,13275.231,41235.66,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1020.038,11189.334,40138.766, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1168.269,12751.349,40106.207, 
30,1,3,2,1,0,5,3,2,1,4,5,3,3,5,2,2,4,1,5,2,3,5,4,2,3,2,4,5,5,798.385,12381.036,40255.504,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,360.32,13731.118,40840.355, 
43,2,1,1,5,2,4, ,2,1,2,4,5, ,4,5,2,1, ,3,5,5,1,1, ,3,3,3,4,5,527.984,13178.481,40092.723,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1422.979,7005.383,36751.219, 
70,1,3,1,2,0,5,5,2,1,3,2,1,4,3,4,2,4,3,3,4,3,2,2,2,2,2,1,4,5,651.401,12760.661,41045.84,1
68,1,3,1,2,0,2,3,2,1, ,5, , , ,5, ,5, ,5,5, , , , , , , ,5,5,3553.664,5797.513,36199.598,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
83,2,1,4,1,0,2,1,1,1,1,5,5,1,2,1,1,3,2,4,4,4,2,3,5,5,1,5,5,5, , , ,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1021.655,12702.408,40821.32, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,880.226,9139.541,37237.48, 
47,1,3,1,3,0,3,5,2,1,2,4,3,1,2,4,4,3,1,1,3,4,2,3,3,4,2,2,3,5,634.677,13322.768,42225.195,1
54,1,3,1,2,0,4,5,2,1,4,4,3,2,4,4,4,3,3,3,4,4,4,4,2,2,2,2,2,5,223.434,6765.165,35887.914,2
60,2,3,3,1,0,5,3,2,1,5,5,3,1,5,5,4,5,4,5,5,4,5,1,5,5,1,3,5,5, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
51,2,3,3,8,4,2,1,2,4,1,5,5,1,3,4,4,4,2,3,3,4,3,3,4,4,5,5,5,5,15243.896,25013,54972.996,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5335.19,18981.217,48077.219, 
45,1,3,1,5,2,3,5,2,2,5,5,5,5,1,5,5,5,5,5,5,5,1,1,3,3,1,1,5,5,2755.882,14362.363,43756.664,2
33,2,3,1,2,0,4,5,2,1,4,5,4,1,3,4,3,5,4,3,3,4,5,1,1,3,3,3,2,5, , , ,2
57,1,3,1,3,0,2,3,2,4, ,5, , , , , , , , ,3, , , , , , , , ,5,9541.2,22413.217,51875.621,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,768.069,14155.262,41780.723, 
54,1,3,1,2,0,4,5,2,1,1,3,1,1,1,4,4,3,2,1,3,1,5,5,3,2,1,1,1,5,14203.544,23952.625,53860.227,1
35,2,3,1,3,1,3,5,2,2,2,5,5,2,3,3,4,3,1,5,4,4,1,3,3,3,1,2,3,5,3492.562,28474.846,48903.117,2
63,2,3,4,1,0,2,3,2,1,1,5,1,1,3,2,2,4,1,4,2,1,3,4,1,1,1,1,1,5,3233.519,3617.947,27596.84,2
34,2,3,1,3,1,3, ,2,1,1,3,3,3,4,4,4,4,2,4,5,1,1,1,1,1,1,1,1,5, , , ,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
64,2,3,1,2,0,3,2,2,4,4,5,5,1,4,5,1,4,3,4,5,5,4,4,4,4,1,1,1,5,14931.4,26014.918,55686.594,2
63,1, , ,2, , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4368.437,18509.979,46683.457, 
44,2,3,1,4,2,4,5,2,1,2,4,1,4,3,3,3,1,1,1,4,4,1,1,2,2,1,1,4,5, , , ,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5676.956,19298.76,48415.313, 
37,1,3,1,5,2,2,5,2,2,4,4,4,1,3,4,4,4,3,3,4,5,3,4,2,2,1,1,2,5, , , ,1
48,1,3,1,2,0,2,5,2,1,4,3,4, ,3,5,5,3,3,4,3,5,3,3,4,3,3,4,4,5,5492.947,20903.732,49255.633,2
71,2,3, , , ,4, ,2,1,2,5,4,1,2,4,1,1,1,3,2,2,4,4,2,3,1,1,1,5,14758.59,27167.775,56755.746,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2768.744,18417.32,45983.68, 
41,2,3,1,4,2,4,5,2,1,5,5,5,2,4,5,5,1,1,1,2,1,1,4,2,2,1,1,1,5,5445.336,21110.73,49426.652,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
51,1,1,1,3,1,4,5,2,2,5,5,5,1,4,5,5,5,4,5,5,5,4,4,3,3,3,3,3,5,2081.706,15765.113,44057.23,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3713.956,17627.098,46445.922, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4488.181,18506.027,46721.805, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4497.785,18533.633,46751.117, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
49,1,3,1,4,2,3,5,2,1,1,1,4,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,5,13061.681,22175.375,52336.582,1
41,1,3,1,6,3,2,5,2,4,1,3,4,1,1,4,3,1,1,1,1,1,3,3,3,3,1,3,5,5, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
34,1,3,1,5,3,3,3,2,1,5,4,1,1,1,3,1,3,1,2,1,1,4,5,1,1,1,1,3,5, , , ,1
95,1,3,4,1,0,1,5,2,2,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
71,2,5,1,2,0,1, ,2,1, ,5, , ,5, , ,5, , ,5, , , ,5, , , , ,5, , , ,1
50,1,3,1,4,1,2, ,2,2,3,5,5,1,1,4,4,5,4,3,5,4,5,5,5,4,5,5,5,5,11475.012,22502.588,52877.191,1
55,1,3,3,1, ,1,4,1,2,5,5, , , , , , , , , ,4, , , , , , , ,5,5644.947,21278.949,49826.051,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,11101.743,23163.465,53504.02, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,8923.292,26746.311,56497.625, 
46,1,3,1,3,0,2,5,2,1,2,5,3,1,1,5,5,5,3,3,4,4,3,5,5,5,4,2,5,5,8295.328,26492.711,55971.625,1
51,1,3,1,2,0,3,5,2,1,3,1,5,2,2,3,3,3,1,1,3,5,3,5,5,5,5,5,5,5,6871.554,22959.322,52305.672,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6076.519,16390.781,46074.68, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,12870.22,30028.773,60359.008, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1850.793,22300.094,47573.473, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7326.259,18939.578,48799.656, 
56,1,3,3,1, ,3,4,2,1,1,3,2,1,2,2,4,4,2,2,3,2,2,1,3,4,3,2,4,5,5637.793,32318.229,58915.844,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,10250.049,29263.957,59082.297, 
 , , , , , , , , , , ,5,5, , , , , , , , , , , , , , , , ,5,13105.439,21219.027,51696.641,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
50,1,3,1,3,1,2,4,2,4,1,3,3,3,1,2,3,1,4,1,4,1,4,3,1,2,3, ,1,5,11973.786,31062.025,61292.691,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6582.818,20915.992,50115.996, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,9777.931,27995.033,57801.156, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6559.708,20910.842,50094.207, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,9600.583,25497.184,55637.652, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,10742.954,17665.264,48081.867, 
64,1,3,1,3,0,2,4,2,2,2,4,1,1,1,1,1,4,1,1,3,2,5,5,3,2,1,1,5,5,5392.76,15255.628,44710.289,1
43,1,3,1,4,1,2,5,2,1,2,4,4,3,1,3,3,2,3,3,3,4,2,2,1,3,1,1,5,5,9674.783,18448.645,48724.77,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
55,1,3,1,3,0,2,5,2,1,1,5,3,1,1,5,5,3,1,1,2,2,5,5,2,2,1,2,5,5, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
48,2,3,1,4,1,2,4,2,1,1,3,3,1,5, , ,1,1,3,3,3,1,1,1,3,3,2,4,5,6455.549,22854.549,51942.828,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,10151.28,28883.48,58707.711, 
41,2,3,1,3,1,2,4,2,1,5,5,2,1,2,4,3,3,4,3,4,4,4,4,4,4,2,1,4,5,6344.583,16537.947,46285.953,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7149.656,19095.307,48907.535, 
43,1,5,1,2, ,2,5,2,2,1,3,1,1,2,1,1,1,1,1,3,1,1,3,1,3,1,1,3,5,5370.87,22462.24,50828.738,2
29,1,3,1,3,1,4,5,2,1,2,5,1,1,4,4,1,4,4,4,2,3,2,2,2,2,1,2,4,5, , , ,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4681.113,11660.215,42087.676, 
77,2,3,4,2,0, ,1,2,1,3,5,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6024.646,19616.451,48835.047,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7157.563,25977.768,54959.609, 
76,2,3,4,1,0,1, ,2,1,4,4,3,1,3,3,3,3,2,3,3,3,5,2,2,2,1,1,1,5,4476.108,20355.205,48111.402,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4472.669,15013.113,44069.805, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,8380.467,19349.363,49387.551, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6746.27,20276.053,49698.398, 
65,1,5,1,2,0,1, ,2,1, ,4,4, , , , , , , , ,4, ,4, , , , ,5,5,6441.682,20010.166,49345.188, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7011.164,24297.25,53580.109, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7125.405,24922.533,54152.652, 
28,1,7,2,1,0,4,1,1,4, ,1, , , ,2,3,3,3,3,3,3,5,5,4,4,5,2,2,5,8316.502,26331.598,55869.809,1
44,1,3,1,4,2,2,3,2,1,1,4,4,1,1,4,4,4,1,1,3,4,1,1,2,3,2,2,3,5,10216.968,28142.984,58139.031,2
55,2,3,1,6,4,1,2,2,4,3,5,5,4,4,4,2,2,2,4,4,5, ,3,3,3,2,2,5,5,4831.993,21735.756,49713.996,2
56,2, ,1,2,0,5,5,2,2,2,4,4,1,1,4,4,4,1,3,3,3,4,1,3,3,1,1,3,5,2932.013,18100.199,45605.32, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6137.522,28940.355,56605.563, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
51,2,3,1,3,0,3,3,2,1,1,4,3,5,1,5,5,1,1,1,3,2,3,5,5,5,5,5,5,5,5390.384,22574.15,50945.957,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5396.659,22643.918,51018.133, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1437.266,22435.332,46727.098, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,14521.703,27727.26,58204.438, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6273.6,17976.932,47630.609, 
43,2,5,3,3,2,1,2,1,2,5,5,5,1,4,3,3,3,4,4,4,4,3,3,4,4,3,3,3,5,11956.642,21314.82,51724.707,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,9659.447,20960.395,51127.645, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5811.138,9129.83,39278.031, 
78,1,3,1,2,0, , ,2,1,1, ,1,1,1,1,1,1,1,1, ,3,1,1, , , ,5,5,5,9720.885,27793.52,57640.02,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6823.97,19971.18,49572.473, 
18,2,3,2,5,2,2,4,2,4,4,4,4,4,4,5,4,4,4,4,5,5,1,3,4,2,2, ,5,5, , , ,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,9825.485,19054.613,49327.207, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,9489.839,19280.996,49498.879, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,8535.607,25496.041,55384.859, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5861.258,22168.629,50878.09, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5176.113,19991.121,48449.832, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5678.244,19449.1,48501.648, 
76,2,3,4,1,0,4,3,2,1,4,4,1,1,4,4,3,3,1,2,3,3,4,4,3,4,1,3,4,5,8438.05,19688.275,49715.176,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5867.649,18665.836,48114.309, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6157.55,18201.482,47810.031, 
76,1,3,1,2,0,3,3,2,1,3,3,5,1,1,5,5,1,1,1,5,5,5,1,3,3,1,1,3,5,6115.429,17790.59,47405.898,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,10013.139,21102.172,51318.012, 
32,2,3,1,5,3,3,3,2,4,2,3,3,2,3,4,4,4,3,3,3,4,4,4,3,3,3,5,4,5,9864.936,20054.027,50283.789,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
55,1,3,1,4,1,3,4,2,1,3,4,2,1,4,4,4,4,3,4,4,4,4,2,2,4,3,2,3,4, , , ,1
77,1,3,1,2,0,4,5,2,1,4,5,5,1,4,5,5,4,3,4,5,4,3,4,4,4,1,1,3,6, , , ,1
67,1,3,1,2,0,4,5,2,1,1,5,4,4,1,5,3,3,1,2,4,5,3,1,5,5,1,1,3,6, , , ,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , 
49,2,3,3,2,1,4,5,2,1,3,3,4,1,4,2,2,4,1,4,2,4,4,1,1,5,1,1,2,6, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1700.138,4813.045,34477.18, 
58,1,3,1,3,0,1,5,2,1,4,5,5, ,3,3,3,4,2,2,1,3,2,5,1,3,1,1,3,5,1190.096,3603.517,32794.891,1
43,1,3,1,2,0,2,3,2,1,1,4,4,1,1,1,1,1,1,1,2,1,5,1,2,2,1,1,3,5, , , ,1
61,1,5,3,1,0,3,2,2,1,3,3,4, ,4,3,3,4,4,4,4,4,3,4,3,4,4,4,4,5,1176.422,4646.87,33666.313,2
49,2,3,1,4,0,4,5,2,1,3,5,4,1,2,4,5,5,2,1,2,5,4,1,1,1,1,1,1,5,1914.266,4401.031,33160.016,2
45,1,3,1,5,2,3,5,2,1,3,3,4,4,1,5,5,4,1,1,3,3,4,5,4,4,1,1,5,3,1964.659,2535.414,25653.34,1
53,2,3,1,3,0,3,5,2,1,5,5,4,4,3,5,5,1,1,3,4,5,3,3,3,3,1,1,3,3,3246.391,4842.943,28905.766,2
87,2,3,4,1,0,1,3,2,1, , , , , , , , , , , , , , , , , , , ,5,871.879,4628.93,33766.996,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1600.851,4732.775,33539.605, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1067.027,3502.314,32788.238, 
52,1,7,1,5,1,3,5,2,1,4,4,3,3,4,1,1,1,2,2,4,3,3,3,4,4,2,2,5,3,2355.154,2964.593,26742.207,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , 
45,2,3,1,3,1,3,5,2,1,5,5,4,3,3,5,2,4,4,4,4,5,4,3,3,3,3,2,4,3,4041.186,14273.356,33173.762,2
72,2,3,1,2,0,2, ,2,1, ,5, , , ,5, , , , , , , , , , , , , ,5,1099.401,10962.569,39879.113,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,555.896,12210.922,40266.551, 
39,2,3,1,4,2,4,5,2,1,5,5,2,3,3,5,2,4,4,4,4,5,3,3,3,4,1,1,4,3,3343.953,11957.734,32982.504,2
50,2,7,1,3,0,4,5,2,1,5,5,4,4,4,5,5,1,1,1,5,5,4,4,4,5,4,4,4,3, , , ,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
47,1,3,1,4,2,3,5,2,1,5,5,5,4,3,5,5,4,3,2,5,5,3,1,2,2,1,2,2,5,50.182,5663.371,34871.906,2
75,2,3,3,1,0,4, ,2,1,5,5,3,4,5,5,5,1,2,2,3,3,5,5,1,2,1,1,5,5, , , ,1
59,1,3,1,2,0,2, ,2,1, ,5, , , ,4,3,1,1,1,3,2,3,1,1,4,1,1,4,5, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,413.88,11084.949,38350.68, 
56,1,3,1,2,0,3,2,2,1,5,5,4,1,1,2,4,5,5,5,5,5,5,4,5,4,1,4,5,3,1535.665,2153.534,25019.51,2
30,2,1,2,3,1,3,2,2,2,5,5,5,3,5,5,4,5,3,3,5,5,3,3,1,3,3,3,4,3,658.829,1214.119,24125.961,2
64,2,5,3,1,0,2,1,2,1,1,5,5,1,5,5,4,5,4,5,5,5,5,5,5,5,1,5,5,3,3838.757,4384.338,26325.916,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,760.622,11511.549,24054.943, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,256.103,810.56,23686.629, 
42,2,6,3,3,1,3,1,1,2,3,5,5,1,1,5,5,4,5,5,5,5,3,3,4,4,4,5,3,3,1150.308,1725.873,23394.617,2
45,1,1,1,4,2,3,5,2,1,5,5,4,2,3,4,4,4,4,4,5,5,3,4,5,5,2,2,3,3,133.924,675.778,23435.664,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , 
48,1,3,1,5,1,3,5,2,2,5,5,1,5,3,4,4,3,3,3,4,4,5,5,5,5,1,1,1,3, , , ,1
77,1,3,1,2,0,2, ,2,1,3,5,4,1,1,5,2,5,1,3,4,5,4,1,1,5,1,1,5,6, , , ,2
87,1,3,3,1,0,5,1,2,1,1,5,5,1,3,1,1,3,1, ,4,1,5, ,5, ,1,1,5,5,5088.279,20873.744,48928.207,1
47,1,3,1,3,0,2, , , ,5,2,3,1,1,5,5,4,4,4,5,5,4,4,3,4,3,3,3,5,6168.99,19291.686,48726.871,2
49,1,3,2, ,0,5,4,2,4,5,5,5,1,2,5,5,5,4,3,5,5,5,5,5,5,3,3,5,5,7663.248,13490.331,43500.113,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1801.69,24512.551,43954.629, 
85,2,1,4,1, ,2,1,2,1,4, , , , , , , , , ,4, , , , , , , , ,3,2634.664,24731.984,43373.145,2
70,1,1,1,2,0,1,1,2,1,5,5,2, ,5,5,5,5,5,5,5,5,4,5,5,3,1,5,5,3,1387.176,22138.277,43014.043,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3506.403,28662.113,49032.383, 
76,1,1,1,2,0, , , , , , , , , , , , , , , , , , , , , , , ,3,1830.031,26409.387,47797.879,1
44,2,3,1,3,0,4,5,2,1,5,5,3,2,3,5,4,2,1,2,3,5,4,5,1,2,1,1,5,3,7801.298,29931.566,30844.115,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4092.706,21818.898,40495.117, 
53,2,3,1,2,0,3,5,2,1,5,3,3,1,2,5,1,1,1,2,2,5,3,1,1,1,1,1,1,3,10102.563,31472.227,33390.742,2
69,1,3,1,2,0,3, , , ,5, , , , , , , , , , ,4, , , , , , , ,3,18.73,21080.719,24873.336,1
67,1,3,1,2,0, , ,2,1,2,5,4,1,1,4,1,4,1,1,2,2,2,3,4,4,2,1,3,3,7710.499,29356.293,37180.039,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,10512.584,32714.248,45169.297, 
50,2,3,1,2,0,5,5,2,1,5,5,5,4,4,3,3,2,3,3,3,3,3,3,3,3,1,1,1,3,7142.674,30963.742,47516.27,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,8498.693,32655.57,48715.688, 
25,2,3,1,4,2,3,4,2,1,2,2,3,1,4,4,4,3,1,2,2,2, ,4,4,4,4,4,5,3,5048.07,28559.955,45988.727,1
60,1,1,1,3,1,3, ,2,1,2,5,5,1,2,1,1,4,1,1,5,5,1,1,4,1,3,1,5,3,10078.991,33683.703,48229.723,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5740.217,30027.205,48287.086, 
97,1,3,1,2,0,3,2,2,1,2,2,3, ,1,5,2,2,3,4,3,4,3,2,4,3,3,2,4,3,4551.938,28077.107,45845.063,1
80,1,3,1,2,0,3,5,2,1,2,4,4,1,1,5,5,2,1,3,4,4,1,1,3,3,1,1,1,3,8326.729,35391.32,52651.891,1
42,2,3,1,4,2,4, ,2,1,5,5,5,2,1,3,2,2,2,1,2,2,2,4,5,5,1,1,5,3,4223.502,32472.439,52732.066,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,9485.895,39164.367,57846.48, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,6542.201,29612.695,45629.98, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2696.847,26618.5,45943.824, 
81,2,3,1,2,0,2,3,2,1,3,3,3, ,3,3,3,3,3,3,3,2,2,2,3,3,1,1,5,3,154.404,704.686,23499.188,2
49,1,3,1,2,0,2,4,2,2,1,5,1,1,1,3,3,3,1,1,3,1,3,5,1,1,1,1,1,5,293.797,5328.114,34522.969,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,943.854,14123.14,42460.281, 
56,1,3,1,2,0,3,5,2,1,4,5,4,3,1,4,4,4,3,3,3,5,3,1,2,2,1,1,5,5,1802.233,25177.736,44892.461,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1077.072,13334.796,40851.59, 
88,2,5,1,2,0,5,3,2,1,4,4,3, ,4,3,4,3,3,4,2,5,5,3,5,5, ,5,3,5,1002.849,13429.077,41619.371,2
36,2,5,1,4,2,3,5,2,1,3,3,2,1,4,4,3,4,1,5,3,3,1,3,1,3,5,5,5,5,15380.504,24898.563,54908.984,2
75,1,3,1,2,0,4,3,2,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,2543.992,3848.559,33617.43,2
72,1,3, , , , , , ,1,2,5,5, ,1,5, , , ,2,5,5,4, ,5,5,1,3,3,5, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3722.424,17694.066,46315.523, 
67,1,5,1,2,0,5,4,2,1,2,2,2, ,3,5,5,5,5,5,5,5,2,2,2,3,3,4,4,5,1889.723,9250.498,37980.797,2
48,2,3,1,2,0,4, , ,1,5,5,3,1,1,5,5,1,1,1,3,5,5,1,1,2,1,1,3,3, , , ,2
44,1,3,1,3,1,3,5,2,2,3,3, ,2,3,5,5,4,1,1,4,3,5,5,3,4,4,2,5,5,3994.926,8901.673,51519.699,1
