age,gender,edu,income,househd_size,r_white,r_black,r_asian,r_hispanic,r_native,has_children,has_elders,has_special_needs,has_pets,hs_single_fam,hs_condo,hs_mobile,hm_wood,hm_brick,owner,insurance,coast_dist,info_tv,info_tv_damage,info_tv_casualty,info_tv_road,info_tv_prep,info_tv_stay,info_tv_leave,info_social,info_social_damage,info_social_storm,info_social_prep,info_social_stay,info_social_leave,info_social_road,friends_suggest,neighbors_doing,risk_stay,risk_evac,wind_safety,wind_property,flood_safety,flood_property
30,1,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,5,1,4.0,3.0,5.0,4.0,3.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,5,4,5,4,4,4
34,1,3,2,5,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,5,1,2.0,4.0,4.0,3.0,3.0,4.0,1,4.0,4.0,4.0,3.0,4.0,4.0,2,0.0,2,2,3,4,4,4
35,1,2,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,1,4.0,3.0,5.0,5.0,4.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,2,1,2,2,1,1
32,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,1,4.0,3.0,5.0,5.0,4.0,2.0,1,3.0,3.0,2.0,4.0,2.0,3.0,1,1.0,3,1,1,1,4,4
20,1,2,2,4,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,3,1,4.0,4.0,3.0,3.0,3.0,4.0,1,4.0,4.0,3.0,4.0,4.0,4.0,2,1.0,4,3,4,3,4,4
37,1,1,3,3,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,3,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,1.0,4,4,3,4,4,4
28,0,3,3,3,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,3,1,4.0,3.0,5.0,3.0,4.0,5.0,1,5.0,5.0,3.0,3.0,4.0,4.0,2,2.0,2,4,5,5,5,5
50,1,2,2,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,5,1,4.0,2.0,5.0,5.0,4.0,3.0,1,4.0,4.0,4.0,2.0,4.0,4.0,2,1.0,3,3,5,4,3,3
24,1,2,4,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,3,1,5.0,2.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,1.0,5,5,5,5,5,5
24,0,2,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,3,1,2.0,2.0,3.0,3.0,2.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2,2,3,4,5,3
36,0,2,1,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,1,4.0,4.0,4.0,5.0,3.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,5,4,5,5,5,5
24,1,3,3,4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,2,1,4.0,3.0,4.0,4.0,3.0,4.0,1,4.0,4.0,4.0,4.0,3.0,4.0,2,2.0,4,2,4,4,4,4
31,1,3,4,3,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,5,1,3.0,2.0,4.0,4.0,2.0,3.0,1,2.0,3.0,4.0,2.0,3.0,3.0,2,2.0,5,2,3,3,5,5
28,0,3,4,5,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,3,1,4.0,3.0,4.0,3.0,3.0,4.0,1,4.0,4.0,4.0,2.0,4.0,4.0,1,1.0,4,3,3,4,3,4
35,0,2,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,5.0,5.0,5.0,2.0,5.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,5,3,5,5,5,5
50,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,1,3.0,1.0,3.0,3.0,2.0,2.0,1,4.0,4.0,2.0,2.0,2.0,3.0,2,1.0,5,3,2,5,2,4
46,0,3,2,3,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,3,1,5.0,5.0,5.0,5.0,5.0,5.0,1,4.0,3.0,4.0,4.0,4.0,4.0,2,2.0,5,2,3,2,3,2
36,1,3,2,5,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,5,1,4.0,3.0,3.0,3.0,3.0,4.0,1,5.0,4.0,2.0,3.0,3.0,3.0,2,2.0,5,4,4,3,3,4
24,1,4,3,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,3,1,3.0,2.0,4.0,3.0,3.0,3.0,1,2.0,3.0,2.0,3.0,2.0,2.0,2,2.0,3,4,4,4,5,5
40,0,2,2,4,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,5,1,4.0,3.0,3.0,5.0,2.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,5,5,4,4,4,4
30,1,3,2,4,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,5.0,2.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,1.0,3,2,2,2,3,3
24,1,0,2,3,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,5,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,1.0,5,2,5,5,2,1
19,0,2,2,6,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,5,1,4.0,3.0,3.0,4.0,5.0,4.0,1,3.0,4.0,4.0,4.0,4.0,4.0,1,1.0,3,3,4,4,4,4
34,1,2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,1,4.0,4.0,3.0,4.0,4.0,3.0,1,5.0,5.0,2.0,4.0,3.0,3.0,1,1.0,4,4,2,2,4,4
28,1,2,3,5,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,2,1,5.0,5.0,5.0,5.0,5.0,2.0,1,5.0,5.0,5.0,5.0,3.0,5.0,1,1.0,5,2,5,5,3,3
55,1,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,1,5.0,5.0,4.0,4.0,3.0,3.0,1,3.0,3.0,2.0,2.0,2.0,3.0,1,1.0,2,2,2,2,2,2
49,1,3,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,1.0,5,1,1,1,5,5
32,0,4,4,5,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,5,1,4.0,3.0,3.0,3.0,3.0,3.0,1,3.0,2.0,3.0,2.0,3.0,3.0,2,2.0,4,3,3,3,4,4
32,1,2,4,5,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,5,1,5.0,3.0,5.0,4.0,3.0,3.0,1,5.0,5.0,4.0,3.0,3.0,4.0,1,1.0,3,2,3,3,3,3
37,0,3,4,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,4.0,4.0,4.0,4.0,4.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,1,2.0,4,4,4,4,4,4
38,0,4,4,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,2.0,2.0,3.0,4.0,3.0,4.0,1,3.0,3.0,4.0,3.0,4.0,4.0,1,1.0,4,2,3,3,4,5
25,0,2,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,1,5.0,2.0,4.0,4.0,4.0,4.0,1,4.0,5.0,4.0,4.0,4.0,2.0,2,1.0,5,1,5,4,1,1
35,1,1,3,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,5,1,4.0,4.0,4.0,4.0,4.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,2,2.0,4,2,4,4,4,4
30,1,3,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,1,5.0,3.0,5.0,5.0,5.0,5.0,1,5.0,5.0,3.0,3.0,5.0,5.0,2,2.0,2,1,2,2,2,2
32,1,2,2,3,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,5,1,5.0,2.0,5.0,5.0,3.0,5.0,1,5.0,5.0,5.0,2.0,5.0,5.0,1,1.0,2,2,2,3,3,3
37,0,2,1,6,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,5.0,1.0,2.0,5.0,5.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,3,2,3,3,3,3
61,0,4,3,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,2.0,1.0,4.0,4.0,2.0,3.0,1,2.0,4.0,3.0,1.0,2.0,2.0,2,1.0,3,3,3,4,2,2
35,0,3,4,4,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,4,1,3.0,1.0,4.0,4.0,5.0,4.0,1,4.0,5.0,3.0,3.0,3.0,4.0,1,1.0,5,2,3,4,5,5
41,0,4,4,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,2,1,4.0,2.0,5.0,2.0,2.0,3.0,1,3.0,3.0,3.0,3.0,3.0,3.0,1,1.0,2,4,2,3,4,5
26,0,3,3,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,1,5.0,3.0,5.0,4.0,5.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,2,1,1,1,2,4
21,0,2,2,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,1,2.0,2.0,4.0,5.0,5.0,5.0,1,5.0,5.0,5.0,3.0,3.0,5.0,2,1.0,4,3,5,5,4,5
32,0,3,2,5,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,4,1,4.0,3.0,4.0,4.0,4.0,4.0,1,3.0,3.0,3.0,2.0,3.0,4.0,2,2.0,4,4,4,4,4,4
39,1,2,4,5,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,3,1,2.0,2.0,3.0,4.0,1.0,4.0,1,3.0,4.0,5.0,1.0,3.0,3.0,1,1.0,2,1,2,2,3,3
32,0,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,1,3.0,3.0,4.0,1.0,2.0,3.0,1,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,3,1,2,2,2,2
22,0,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,5,1,3.0,3.0,2.0,3.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,4,2,1,1,1,1
35,1,1,1,5,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,3,1,4.0,4.0,4.0,4.0,4.0,1.0,1,1.0,2.0,5.0,5.0,2.0,3.0,1,1.0,5,5,5,5,5,5
38,1,3,4,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,3,1,5.0,1.0,4.0,5.0,5.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,2,1,1,1,1,2
58,1,3,4,5,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,3,1,5.0,3.0,5.0,5.0,4.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,5,2,2,2,2
21,1,2,1,3,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,4.0,4.0,4.0,4.0,3.0,5.0,1,4.0,4.0,2.0,3.0,5.0,4.0,3,1.0,3,2,4,4,4,4
29,0,2,2,3,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,3,1,4.0,2.0,5.0,5.0,2.0,4.0,1,4.0,4.0,5.0,2.0,4.0,5.0,1,1.0,3,3,4,4,1,1
31,1,3,3,4,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,2,1,5.0,3.0,5.0,5.0,4.0,5.0,1,4.0,5.0,4.0,4.0,5.0,5.0,2,2.0,5,3,5,5,5,5
31,0,3,2,4,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,2,1,4.0,2.0,4.0,3.0,3.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2,4,2,2,1,2
40,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5,1,3.0,2.0,4.0,5.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,2,3,2,2,2,4
21,1,3,1,3,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,4,1,5.0,5.0,5.0,2.0,3.0,4.0,1,5.0,5.0,5.0,4.0,5.0,5.0,1,1.0,2,1,3,3,3,3
45,1,2,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,1.0,2,3,2,2,3,4
24,1,3,3,8,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,5,1,5.0,2.0,4.0,3.0,4.0,1.0,1,5.0,5.0,1.0,4.0,1.0,4.0,1,1.0,2,2,5,4,5,4
28,1,2,3,3,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,3,1,3.0,3.0,5.0,5.0,5.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,5,5,5,5,5,5
25,1,2,1,2,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2,1,4.0,2.0,3.0,5.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,3,5,4,4,5,4
32,0,1,2,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,1,3.0,3.0,4.0,4.0,3.0,3.0,1,3.0,3.0,3.0,3.0,3.0,3.0,1,1.0,2,1,3,3,3,4
46,1,3,3,3,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,3,1,2.0,1.0,5.0,5.0,4.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,5,4,2,2,5,5
56,1,4,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,1,3.0,2.0,4.0,4.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,5,2,4,5,5,5
30,1,3,4,4,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,2,1,3.0,3.0,3.0,1.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,5,5,1,1,5,5
28,0,1,2,4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,3,1,1,1,1
23,1,4,4,5,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,5,1,4.0,4.0,5.0,3.0,4.0,4.0,1,4.0,4.0,3.0,4.0,4.0,5.0,2,2.0,5,4,3,3,5,5
23,1,2,1,6,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,4,1,2.0,1.0,3.0,5.0,3.0,5.0,1,4.0,5.0,5.0,2.0,5.0,5.0,2,0.0,2,4,2,3,1,1
36,1,3,4,5,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,3,1,4.0,4.0,4.0,4.0,4.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,2,1.0,2,1,4,5,5,5
23,1,3,1,3,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,2,1,3.0,2.0,2.0,2.0,3.0,3.0,1,4.0,3.0,2.0,2.0,3.0,3.0,2,2.0,2,3,4,3,2,3
56,0,0,3,5,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,3,1,5.0,5.0,5.0,5.0,5.0,3.0,1,5.0,5.0,5.0,4.0,4.0,5.0,1,1.0,4,5,5,5,5,5
38,1,2,1,6,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,4,1,5.0,5.0,5.0,5.0,4.0,3.0,1,5.0,5.0,3.0,3.0,3.0,4.0,3,1.0,3,4,2,4,4,4
21,1,1,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,5,1,1.0,2.0,2.0,2.0,4.0,4.0,1,1.0,5.0,2.0,4.0,2.0,2.0,1,1.0,2,2,2,3,3,3
31,1,3,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,1,4.0,4.0,5.0,3.0,3.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,3,2,2,2,4,2
23,1,3,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,4,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,2,1.0,4,4,4,4,5,5
50,1,4,4,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,5,1,5.0,4.0,4.0,5.0,3.0,4.0,1,5.0,5.0,5.0,4.0,5.0,5.0,2,1.0,4,4,2,2,5,5
27,1,2,4,3,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,4,1,4.0,2.0,4.0,4.0,4.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,2,1.0,3,3,3,3,3,3
18,0,1,0,7,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2.0,2.0,4.0,4.0,2.0,3.0,1,2.0,2.0,3.0,2.0,2.0,3.0,1,2.0,3,3,4,3,4,4
18,0,1,3,3,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,4.0,5.0,2.0,5.0,1,1.0,5,3,3,3,5,5
26,1,4,3,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,5,1,3.0,1.0,2.0,2.0,3.0,3.0,1,3.0,3.0,2.0,2.0,2.0,3.0,3,0.0,2,1,3,3,3,3
24,1,2,2,4,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,5,1,3.0,4.0,4.0,4.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3,4,2,2,3,2
26,1,3,1,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5,1,5.0,4.0,5.0,3.0,3.0,3.0,1,5.0,5.0,2.0,2.0,3.0,5.0,1,1.0,3,2,3,5,2,4
49,1,3,3,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,4,1,3.0,3.0,4.0,3.0,3.0,3.0,1,4.0,4.0,3.0,3.0,3.0,4.0,3,1.0,3,3,2,1,4,3
56,1,3,2,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,5,1,4.0,4.0,3.0,3.0,2.0,4.0,1,2.0,2.0,3.0,3.0,2.0,2.0,1,1.0,5,2,5,5,3,3
23,1,2,4,8,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,4,1,5.0,3.0,5.0,5.0,2.0,3.0,1,5.0,5.0,3.0,1.0,3.0,5.0,2,1.0,5,5,3,3,5,5
34,1,0,3,3,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,1,4.0,2.0,3.0,5.0,5.0,5.0,1,5.0,5.0,2.0,4.0,4.0,5.0,2,1.0,5,4,3,3,5,5
26,1,3,4,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,4,1,4.0,3.0,5.0,4.0,4.0,4.0,1,5.0,5.0,5.0,3.0,4.0,5.0,2,1.0,5,5,3,3,5,5
40,1,2,4,8,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,3,1,2.0,2.0,4.0,5.0,5.0,5.0,1,2.0,4.0,5.0,5.0,5.0,5.0,1,1.0,3,2,4,4,5,5
48,1,3,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,1,5.0,5.0,4.0,5.0,3.0,3.0,1,5.0,5.0,4.0,4.0,4.0,4.0,1,1.0,3,3,2,2,5,4
54,0,4,4,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,5,1,4.0,3.0,4.0,5.0,5.0,5.0,1,4.0,3.0,4.0,4.0,4.0,4.0,3,1.0,2,4,3,4,4,5
34,1,3,4,4,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,4,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,2,2.0,5,4,3,3,5,5
30,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,5,1,5.0,5.0,5.0,1.0,4.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,2,1,1,1,1
25,0,3,2,4,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,3,1,2.0,2.0,4.0,2.0,2.0,4.0,1,3.0,3.0,2.0,3.0,3.0,2.0,2,1.0,4,4,2,2,5,5
70,1,2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,5,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,2,1.0,5,5,5,5,5,5
46,1,4,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,4,1,5.0,4.0,3.0,2.0,3.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,3,4,3,3,4,4
33,0,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,4.0,3.0,2.0,2.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,5,2,5,5,5,5
36,0,3,4,5,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,5,1,5.0,5.0,5.0,4.0,5.0,5.0,1,5.0,5.0,4.0,3.0,4.0,4.0,2,2.0,5,3,5,3,5,3
26,1,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,5,1,2.0,1.0,4.0,5.0,2.0,3.0,1,3.0,3.0,2.0,2.0,3.0,4.0,1,1.0,2,2,3,3,4,4
33,0,3,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,5,1,3.0,2.0,4.0,4.0,2.0,4.0,1,4.0,4.0,3.0,2.0,4.0,4.0,2,2.0,2,2,3,2,2,2
21,1,2,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,1,2.0,2.0,3.0,4.0,4.0,4.0,1,4.0,5.0,2.0,4.0,4.0,5.0,2,1.0,2,2,1,1,1,2
31,0,1,0,2,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,5,1,3.0,4.0,4.0,5.0,3.0,3.0,1,2.0,4.0,4.0,3.0,3.0,4.0,2,1.0,4,5,5,5,5,3
24,1,1,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,1,4.0,4.0,5.0,4.0,3.0,4.0,1,5.0,5.0,4.0,3.0,4.0,5.0,2,2.0,5,5,5,5,5,5
25,0,3,2,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,3,1,4.0,2.0,3.0,3.0,2.0,2.0,1,4.0,1.0,3.0,3.0,2.0,3.0,3,1.0,2,1,2,3,1,1
25,1,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3.0,2.0,2.0,2.0,4.0,2.0,1,2.0,3.0,2.0,2.0,3.0,3.0,3,0.0,3,2,3,2,5,3
34,0,4,4,3,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,4,1,5.0,2.0,5.0,3.0,4.0,4.0,1,5.0,2.0,5.0,5.0,3.0,5.0,1,1.0,2,2,2,2,2,2
33,1,4,4,5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,5,1,4.0,3.0,5.0,3.0,3.0,4.0,1,5.0,5.0,3.0,4.0,5.0,5.0,1,1.0,2,3,3,3,4,4
33,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,4.0,2.0,2.0,4.0,3.0,3.0,1,2.0,3.0,4.0,3.0,4.0,4.0,1,1.0,2,3,4,3,5,5
23,1,4,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,4.0,3.0,3.0,4.0,4.0,4.0,1,4.0,3.0,3.0,4.0,4.0,3.0,1,1.0,4,4,4,4,4,4
29,0,3,2,4,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,4,1,4.0,2.0,4.0,4.0,3.0,5.0,1,2.0,3.0,4.0,3.0,5.0,5.0,2,2.0,4,2,2,4,4,4
32,1,3,4,4,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,4,1,4.0,2.0,4.0,2.0,4.0,2.0,1,5.0,4.0,3.0,4.0,2.0,3.0,3,1.0,3,4,3,2,4,4
29,1,4,1,4,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,5,1,3.0,4.0,4.0,4.0,4.0,4.0,1,3.0,4.0,3.0,3.0,3.0,4.0,1,1.0,3,4,4,4,3,3
33,1,4,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,5,1,3.0,2.0,4.0,2.0,4.0,3.0,1,4.0,4.0,3.0,2.0,3.0,4.0,1,1.0,1,3,1,1,1,1
38,1,3,3,3,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,5,1,5.0,2.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,3.0,5.0,2,0.0,3,3,3,4,1,1
