preIrma_zipcode,current_zipcode,county,age,is_male,edu,income,househd_size,is_white,is_black,is_asian,is_hispanic,has_children,has_elders,has_special_needs,has_pets,house_single_fam,house_condo,house_mobile,house_wood,house_brick,is_owner,has_insurance,coast_dist,use_tv_radio,tv_radio_storm_damage,tv_radio_casualty,tv_radio_road_traffic,tv_radio_preparation,tv_radio_people_stay,tv_radio_people_leave,use_social_media,social_media_storm_damage,social_media_storm_strength,social_media_preparation,social_media_people_stay,social_media_people_leave,social_media_road_traffic,friends_suggest_stay,friends_suggest_evac,neighbors_stay,neighbors_evac,harvey_influence,has_prev_exp,prev_decision_evac,prev_decision_stay,prev_decision_regret,prev_decision_no_regret,received_evac_notice,no_evac_notice,received_mandatory,received_voluntary,received_stay_notice,no_stay_notice,risk_of_stay,risk_of_evac,wind_risk_to_safety,wind_risk_to_property,flood_risk_to_safety,flood_risk_to_property,evac_difficulty_special_needs,evac_difficulty_expense,evac_difficulty_elders,evac_difficulty_no_place,evac_difficulty_job_obligation,evac_difficulty_pets,evac_difficulty_children,evac_difficulty_no_transport,evac_decision
32065,32065,duval,34,0,4,4,4,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,2,1,2.0,2.0,2.0,5.0,5.0,2.0,1,2.0,2.0,3.0,3.0,2.0,2.0,1,0,1,0,3.0,1,0,1,0,1,1,0,0,1,0,1,5,2,3,3,5,4,0,1,0,1,1,0,1,0,0
32114,32114,VOULUSIA,33,1,3,3,5,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,4.0,2.0,3.0,4.0,2.0,3.0,1,5.0,4.0,3.0,3.0,3.0,2.0,1,0,1,0,0.0,1,0,1,0,1,1,0,0,1,0,1,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0
32084,32084,St Johns,29,1,4,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4.0,2.0,3.0,2.0,2.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,4.0,1,1,0,0,1,0,0,0,0,0,1,4,2,3,3,5,5,0,0,0,0,0,0,0,0,1
32754,32754,Brevard,72,1,3,3,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,4.0,3.0,3.0,3.0,3.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,3.0,1,1,0,0,1,1,0,0,1,0,1,3,2,4,4,3,3,0,1,0,0,0,1,0,0,1
32277,32277,Duval,42,1,3,4,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,5.0,4.0,5.0,5.0,3.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,1,0,1,0,1,1,0,0,1,1,0,5,1,4,4,2,2,0,1,0,0,0,0,0,0,0
32176,32176,Volusia,57,1,4,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,5.0,5.0,4.0,4.0,4.0,4.0,1,4.0,4.0,3.0,3.0,3.0,3.0,1,0,1,0,1.0,1,1,0,1,0,1,0,0,1,0,1,5,2,5,5,2,2,0,1,0,0,0,0,0,1,0
32168,32168,volusia,62,0,4,4,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,1,5.0,5.0,5.0,3.0,4.0,4.0,0,1,0,0,2.0,1,1,0,1,0,0,1,0,0,0,1,3,1,4,2,2,2,0,1,0,0,0,1,0,0,1
32256,23455,Duval,27,1,2,3,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,1,5.0,5.0,5.0,5.0,1.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,4.0,2,0,0,0,0,0,0,0,0,1,0,5,1,5,5,5,5,0,0,0,0,0,0,0,0,1
32227,32227,Duval,29,1,2,2,4,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,5.0,4.0,5.0,5.0,3.0,5.0,1,5.0,5.0,5.0,3.0,5.0,5.0,0,1,0,1,3.0,1,0,1,0,1,1,0,0,1,0,1,4,4,3,3,2,2,0,1,0,0,0,1,1,0,0
32763,34748,Volusia County,24,0,2,1,5,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,3,1,4.0,3.0,3.0,3.0,2.0,4.0,1,4.0,4.0,3.0,3.0,3.0,3.0,1,0,0,1,-1.0,1,0,1,0,1,0,1,0,0,0,0,2,1,2,3,1,1,0,1,1,1,0,1,0,0,0
32935,32935,brevard,51,0,2,4,2,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,2,1,5.0,5.0,5.0,5.0,5.0,3.0,1,5.0,5.0,5.0,5.0,4.0,5.0,0,1,1,0,4.0,1,0,1,0,1,0,1,0,0,0,1,5,4,5,5,4,4,0,1,0,0,0,0,0,0,0
32084,32084,St Johns,54,0,3,3,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,5.0,3.0,4.0,4.0,2.0,5.0,1,4.0,4.0,2.0,2.0,5.0,5.0,1,0,0,1,0.0,1,0,1,0,1,1,0,1,0,0,1,2,4,3,3,2,2,0,0,0,1,0,1,0,0,0
32953,32953,Brevard,63,1,4,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,5.0,4.0,4.0,5.0,2.0,5.0,1,5.0,5.0,5.0,2.0,5.0,4.0,0,1,0,1,0.0,1,1,0,0,1,1,0,1,0,0,1,5,2,5,5,5,5,0,1,0,1,0,0,1,0,1
32246,32246,duval,25,1,3,2,4,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,2,1,4.0,1.0,4.0,4.0,3.0,3.0,1,4.0,4.0,4.0,3.0,3.0,4.0,1,0,0,0,1.0,1,1,0,1,0,0,1,0,0,0,0,3,1,2,2,2,2,0,0,1,0,0,0,0,0,0
32003,32003,Texas,28,1,2,3,2,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,2,1,3.0,4.0,4.0,5.0,3.0,4.0,1,3.0,4.0,3.0,4.0,5.0,3.0,0,1,0,1,1.0,1,0,1,0,1,0,1,0,0,1,0,2,4,3,3,4,4,0,0,1,0,0,1,0,1,1
32208,32208,Duval,24,1,3,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,4.0,3.0,3.0,3.0,3.0,4.0,1,4.0,5.0,3.0,2.0,3.0,3.0,0,1,1,0,3.0,1,0,1,1,0,0,1,0,0,0,1,5,4,3,3,3,3,0,0,0,0,0,0,0,0,1
32210,32210,Duval,21,1,2,3,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,5,1,5.0,5.0,3.0,5.0,2.0,5.0,1,5.0,5.0,5.0,2.0,5.0,3.0,0,1,0,1,3.0,2,0,0,0,0,0,1,0,0,0,1,3,4,4,3,4,3,0,1,0,0,1,0,1,0,0
32068,32068,clay,34,0,1,3,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2,1,3.0,2.0,4.0,5.0,3.0,5.0,1,5.0,5.0,4.0,3.0,5.0,5.0,1,0,0,0,0.0,1,0,1,0,1,1,0,0,1,1,0,3,2,4,4,1,1,0,1,0,0,1,1,1,0,0
32141,32759,Volusia,61,0,1,0,8,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,5.0,2.0,5.0,4.0,4.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,3.0,1,1,0,0,1,0,1,0,0,0,0,5,5,5,5,4,4,0,1,0,1,0,1,1,1,0
32207,32207,Duval,23,0,2,2,4,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,3,1,5.0,3.0,5.0,5.0,4.0,5.0,1,5.0,3.0,5.0,5.0,2.0,3.0,1,0,1,0,3.0,1,0,1,0,1,1,0,0,1,0,1,5,3,4,5,5,5,1,1,0,1,0,0,0,0,0
32250,32250,Duval,55,0,3,3,5,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,5.0,4.0,4.0,5.0,3.0,5.0,1,4.0,5.0,4.0,2.0,5.0,4.0,0,1,0,1,0.0,1,1,0,1,0,1,0,1,0,0,0,4,5,4,5,5,5,0,1,0,1,0,1,0,0,0
32127,32127,Volusia,38,0,1,3,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,3.0,2.0,3.0,4.0,4.0,3.0,1,3.0,3.0,5.0,4.0,4.0,5.0,0,1,0,1,-2.0,1,1,0,0,1,1,0,1,0,0,1,5,4,3,3,5,5,0,1,0,1,0,1,0,0,0
32266,32246,duval,25,0,3,4,4,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,1.0,1,1,0,1,0,0,1,0,0,0,1,5,2,5,5,5,5,0,1,0,0,1,1,1,0,0
32129,32129,Volusia,22,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,3.0,4.0,3.0,4.0,3.0,3.0,1,4.0,3.0,3.0,4.0,4.0,3.0,1,0,1,0,0.0,1,0,1,0,1,1,0,0,1,1,0,4,3,3,4,3,4,0,0,0,0,0,0,0,0,0
32256,32256,duval,24,0,3,3,4,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1,3.0,3.0,3.0,3.0,3.0,3.0,1,3.0,3.0,3.0,3.0,3.0,3.0,1,0,1,0,2.0,2,0,0,0,0,0,1,0,0,0,1,3,3,3,3,3,3,0,0,0,0,0,1,0,0,0
32225,32225,Duval ,37,1,2,3,3,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,3.0,2.0,5.0,2.0,0,1,1,0,0.0,1,0,1,0,1,0,1,0,0,1,0,2,3,4,4,4,4,0,1,0,0,0,1,1,0,0
32174,32174,Volusia,52,1,3,3,2,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,5.0,3.0,5.0,3.0,4.0,4.0,1,3.0,3.0,2.0,2.0,2.0,1.0,1,0,1,0,0.0,1,0,1,0,1,0,1,0,0,0,0,4,2,4,4,1,1,0,0,0,0,0,0,0,0,0
32244,32244,duval,63,1,2,2,5,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,2,1,5.0,3.0,4.0,5.0,5.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,1,0,1,0,1,0,1,0,0,1,0,5,5,5,5,5,5,1,1,0,0,0,1,0,0,0
32257,32246,Duval,28,0,4,3,4,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,2,1,3.0,4.0,4.0,5.0,5.0,5.0,1,5.0,4.0,5.0,5.0,5.0,4.0,1,0,1,0,1.0,1,0,1,0,1,0,1,0,0,0,0,3,5,4,5,4,3,0,0,0,0,0,0,0,0,0
32224,32224,Duval,28,1,2,3,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,4.0,2.0,4.0,3.0,2.0,3.0,1,4.0,4.0,3.0,2.0,3.0,3.0,1,0,0,1,0.0,1,0,1,0,1,0,1,0,0,0,1,2,2,2,2,2,2,0,1,0,0,1,1,0,0,0
32951,32951,Brevard,54,0,3,4,3,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,4.0,1,1,0,0,1,1,0,1,0,0,1,5,5,5,5,5,5,0,0,0,0,1,1,1,0,1
32211,32211,DUVAL,39,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,5.0,2.0,3.0,2.0,4.0,4.0,1,2.0,2.0,2.0,3.0,2.0,1.0,1,0,1,0,0.0,1,1,0,1,0,0,1,0,0,0,0,5,2,5,5,2,2,0,0,0,1,0,0,0,1,0
32256,32256,duval,29,1,2,2,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,1,4.0,4.0,5.0,2.0,2.0,3.0,1,3.0,4.0,4.0,2.0,4.0,4.0,1,0,0,1,0.0,2,0,0,0,0,0,1,0,0,1,0,4,2,4,5,4,5,0,1,0,1,0,1,1,0,0
32225,32225,Duval,35,1,3,3,3,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,1,1,0,0,1,0,1,0,0,1,0,5,1,3,3,2,2,0,1,0,1,0,1,0,0,0
32225,32225,Duval,18,0,2,2,4,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,5.0,3.0,5.0,5.0,2.0,5.0,1,5.0,5.0,3.0,3.0,5.0,5.0,0,1,1,0,3.0,1,0,1,0,1,1,0,1,0,0,1,5,3,4,4,2,2,0,1,0,0,0,1,0,0,0
32097,32097,Nassau,43,1,3,4,3,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,4.0,1.0,3.0,5.0,2.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0.0,1,1,0,0,1,1,0,1,0,0,1,5,5,5,5,5,5,0,0,0,1,1,0,1,0,0
32114,32174,volusia,21,1,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,4.0,3.0,3.0,4.0,2.0,4.0,1,5.0,5.0,5.0,2.0,4.0,3.0,0,1,0,1,2.0,1,0,1,1,0,0,0,0,0,1,0,3,1,4,4,5,5,0,1,0,1,0,0,1,1,0
32174,32771,Volusia,38,0,3,4,2,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,4,1,4.0,3.0,4.0,5.0,5.0,5.0,1,4.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,-1.0,1,0,1,1,0,0,1,0,0,1,0,4,4,5,4,2,2,0,1,0,1,0,0,0,0,0
32907,32907,brevard,29,1,1,1,9,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,5.0,4.0,5.0,5.0,2.0,4.0,1,5.0,5.0,2.0,2.0,3.0,3.0,1,0,0,1,0.0,1,1,0,0,1,0,1,0,0,0,1,3,1,3,3,2,2,0,1,0,1,1,0,1,0,0
32174,32174,Volusia,38,0,4,0,2,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,5.0,3.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0.0,1,1,0,0,1,1,0,0,1,1,0,5,1,5,5,5,5,0,0,0,0,0,1,0,0,1
32114,32209,Jacksonville,22,0,2,3,7,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,1,3.0,4.0,4.0,5.0,3.0,5.0,1,3.0,4.0,4.0,3.0,4.0,5.0,0,1,1,0,2.0,1,0,1,0,1,0,1,0,0,0,0,5,3,4,5,4,5,0,1,0,0,0,1,0,0,1
32118,32118,Volusia,64,0,3,3,2,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,5.0,1.0,1.0,4.0,3.0,5.0,1,4.0,5.0,3.0,3.0,5.0,3.0,0,1,0,1,0.0,1,1,0,0,1,0,1,0,0,0,1,5,1,1,1,2,2,0,0,0,1,0,1,0,0,0
32097,32097,Nassau,45,0,3,4,3,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,5.0,2.0,4.0,5.0,4.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,1,2.0,1,1,0,0,1,1,0,1,0,0,1,5,3,5,5,3,2,0,0,0,0,0,0,0,0,1
32073,32073,Clay,35,0,2,3,4,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,2,1,5.0,4.0,4.0,5.0,3.0,4.0,1,5.0,5.0,4.0,3.0,4.0,4.0,0,0,1,0,0.0,2,0,0,0,0,1,0,0,1,0,1,3,4,3,2,2,1,0,1,0,1,0,0,0,0,0
32738,32738,volusia,40,0,1,3,4,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,1,4.0,3.0,4.0,5.0,3.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,2.0,1,1,0,1,0,1,0,0,1,0,0,4,4,4,4,4,4,0,1,0,1,0,1,0,0,0
32129,32129,Volusia,30,0,3,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3.0,2.0,5.0,2.0,2.0,0,1,0,0,0.0,1,0,1,1,0,0,1,0,0,0,0,2,2,2,2,2,2,0,1,0,1,1,0,0,0,0
32003,32003,Clay,56,0,2,4,3,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,3,1,3.0,3.0,3.0,3.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,1,0,1,0,1,0,1,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
32210,32210,duval,21,1,3,4,2,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,2,1,5.0,3.0,4.0,4.0,3.0,3.0,1,5.0,5.0,4.0,3.0,4.0,4.0,1,0,1,0,0.0,1,0,1,1,0,1,0,1,0,0,1,2,2,2,2,3,3,0,1,1,1,0,1,0,0,0
32907,32907,Brevard,49,0,0,0,9,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,2,1,5.0,3.0,5.0,5.0,2.0,3.0,1,3.0,3.0,2.0,1.0,2.0,3.0,1,0,1,0,-2.0,1,0,1,0,1,0,0,0,0,0,1,4,5,5,5,4,4,0,1,0,1,0,1,0,1,0
32095,32095,Liberty county,25,0,3,3,3,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,1,3.0,2,0,0,0,0,1,0,0,1,0,1,5,3,5,3,5,4,0,1,0,0,1,0,0,1,1
32905,32905,Brevard,40,1,3,3,4,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,5.0,4.0,2.0,5.0,4.0,4.0,1,4.0,4.0,5.0,4.0,4.0,2.0,0,1,1,0,0.0,1,0,1,0,1,1,0,0,1,1,0,4,3,3,4,4,4,1,1,0,0,0,1,0,0,0
32901,32901,Brevard,61,0,2,1,3,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,5.0,5.0,5.0,5.0,1.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0.0,1,0,1,0,1,1,0,0,1,0,1,5,3,5,5,5,5,1,1,1,1,0,1,0,0,0
32164,32164,Flagler,45,1,1,3,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,5.0,2.0,3.0,3.0,3.0,3.0,1,3.0,2.0,3.0,2.0,2.0,2.0,0,1,1,0,1.0,1,0,1,0,1,1,0,0,1,0,1,4,4,4,4,5,5,0,1,0,1,1,1,0,0,0
32277,32277,duval,25,1,3,2,3,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,2,1,4.0,4.0,4.0,4.0,4.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,0,1,1,0,0.0,1,0,1,0,1,0,1,0,0,0,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0
32256,32256,Duval,30,0,3,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,1,3.0,2.0,4.0,3.0,3.0,3.0,1,3.0,4.0,4.0,2.0,4.0,4.0,0,0,1,0,0.0,1,0,1,0,1,0,1,0,0,0,0,4,2,1,1,5,5,0,0,0,0,0,1,0,0,0
32132,32132,Volusia,52,1,2,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,3.0,2.0,2.0,2.0,2.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1,0,1,1,0,0,0,0,0,0,1,2,3,2,2,1,1,0,1,0,0,0,1,0,0,0
32250,32250,duval,64,1,3,2,4,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,2.0,1.0,2.0,4.0,4.0,4.0,1,2.0,2.0,2.0,4.0,2.0,2.0,0,1,0,1,0.0,1,1,0,1,0,1,0,1,0,0,1,4,4,5,5,5,5,0,0,1,0,0,0,1,0,0
32209,32209,Duval,37,1,3,2,4,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,3,1,4.0,3.0,5.0,5.0,2.0,5.0,1,5.0,4.0,4.0,3.0,4.0,5.0,1,0,1,0,4.0,2,0,0,0,0,1,0,0,1,0,1,5,1,5,5,5,5,1,0,1,0,0,1,0,1,0
